235.578, 129.318, 8.334, 14.411 False
235.301, 129.312, 8.334, 14.444 False
235.023, 129.307, 8.334, 14.477 False
234.745, 129.301, 8.334, 14.510 False
234.467, 129.296, 8.334, 14.543 False
234.190, 129.290, 8.334, 14.576 False
233.912, 129.285, 8.334, 14.609 False
233.634, 129.280, 8.334, 14.642 False
233.356, 129.275, 8.334, 14.675 False
233.079, 129.270, 8.334, 14.708 False
232.801, 129.265, 8.334, 14.741 False
232.523, 129.260, 8.334, 14.774 False
232.245, 129.256, 8.334, 14.807 False
231.968, 129.251, 8.334, 14.840 False
231.690, 129.247, 8.334, 14.873 False
231.412, 129.243, 8.334, 14.906 False
231.134, 129.239, 8.334, 14.939 False
230.857, 129.235, 8.334, 14.972 False
230.579, 129.231, 8.334, 15.005 False
230.301, 129.227, 8.334, 15.038 False
230.023, 129.223, 8.334, 15.071 False
229.745, 129.219, 8.334, 15.104 False
229.468, 129.216, 8.334, 15.137 False
229.190, 129.213, 8.334, 15.170 False
228.912, 129.209, 8.334, 15.203 False
228.634, 129.206, 8.334, 15.236 False
228.357, 129.203, 8.334, 15.269 False
228.079, 129.201, 8.333, 15.302 False
227.801, 129.198, 8.333, 15.335 False
227.523, 129.196, 8.333, 15.368 False
227.245, 129.193, 8.333, 15.401 False
226.968, 129.191, 8.333, 15.434 False
226.690, 129.188, 8.333, 15.467 False
226.412, 129.186, 8.333, 15.500 False
226.134, 129.184, 8.333, 15.533 False
225.857, 129.182, 8.333, 15.566 False
225.579, 129.180, 8.333, 15.599 False
225.301, 129.179, 8.333, 15.632 False
225.023, 129.177, 8.333, 15.665 False
224.745, 129.176, 8.333, 15.698 False
224.468, 129.175, 8.333, 15.731 False
224.190, 129.174, 8.333, 15.764 False
223.912, 129.173, 8.333, 15.797 False
223.634, 129.172, 8.333, 15.830 False
223.357, 129.171, 8.333, 15.863 False
223.079, 129.170, 8.333, 15.896 False
222.801, 129.169, 8.333, 15.929 False
222.523, 129.168, 8.333, 15.962 False
222.245, 129.168, 8.333, 15.995 False
221.968, 129.167, 8.333, 16.028 False
221.690, 129.167, 8.333, 16.061 False
221.412, 129.167, 8.333, 16.094 False
221.134, 129.166, 8.333, 16.127 False
220.857, 129.166, 8.333, 16.160 False
